onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
-1.0,0.75,-1.0,0.75,0,18,71,1,n1,-1.0,2.00988
-0.25,0.125,-0.25,0.125,18,3,72,1,n2,-1.0,2.00988
-0.125,0.125,-0.125,0.125,21,3,74,1,n3,-1.0,2.00988
0.0,0.5,0.0,0.5,24,12,67,1,n6,0.0,2.521365
0.0,0.5,0.0,0.5,24,12,55,5,n12,0.0,2.521365
0.0,0.5,0.0,0.5,24,12,59,5,n13,0.0,2.521365
0.5,0.5,0.5,0.5,36,12,67,1,n7,0.0,2.521365
0.5,0.5,0.5,0.5,36,12,55,5,n14,0.0,2.521365
0.5,0.5,0.5,0.5,36,12,59,5,n15,0.0,2.521365
1.0,0.375,1.0,0.375,48,9,69,1,n8,1.0,2.990782
1.0,0.5,1.0,0.5,48,12,50,5,n16,1.0,2.990782
1.0,0.5,1.0,0.5,48,12,60,5,n17,1.0,2.990782
1.375,0.125,1.375,0.125,57,3,67,1,n9,1.0,2.990782
1.5,0.375,1.5,0.375,60,9,69,1,n10,1.0,2.990782
1.5,0.5,1.5,0.5,60,12,50,5,n18,1.0,2.990782
1.5,0.5,1.5,0.5,60,12,60,5,n19,1.0,2.990782
1.875,0.125,1.875,0.125,69,3,71,1,n11,1.0,2.990782
2.0,0.5,2.0,0.5,72,12,67,1,n21,2.0,3.600424
2.0,0.5,2.0,0.5,72,12,55,5,n27,2.0,3.600424
2.0,0.5,2.0,0.5,72,12,59,5,n28,2.0,3.600424
3.0,0.25,3.0,0.25,96,6,76,1,n23,3.0,4.162656
3.0,0.5,3.0,0.5,96,12,72,5,n30,3.0,4.162656
3.25,0.125,3.25,0.125,102,3,78,1,n24,3.0,4.162656
3.375,0.125,3.375,0.125,105,3,79,1,n25,3.0,4.162656
3.5,0.5,3.5,0.5,108,12,74,1,n26,3.0,4.162656
3.5,0.5,3.5,0.5,108,12,71,5,n31,3.0,4.162656
4.0,0.25,4.0,0.25,120,6,72,1,n34,4.0,4.672805
4.0,0.5,4.0,0.5,120,12,69,5,n40,4.0,4.672805
4.25,0.125,4.25,0.125,126,3,74,1,n35,4.0,4.672805
4.375,0.125,4.375,0.125,129,3,76,1,n36,4.0,4.672805
4.5,0.5,4.5,0.5,132,12,71,1,n37,4.0,4.672805
4.5,0.5,4.5,0.5,132,12,67,5,n41,4.0,4.672805
5.0,0.5,5.0,0.5,144,12,69,1,n38,5.0,5.180283
5.0,1.0,5.0,1.0,144,24,64,5,n42,5.0,5.180283
5.0,0.5,5.0,0.5,144,12,60,6,n44,5.0,5.180283
5.5,0.5,5.5,0.5,156,12,67,1,n39,5.0,5.180283
5.5,0.5,5.5,0.5,156,12,61,6,n45,5.0,5.180283
6.0,0.5,6.0,0.5,168,12,66,1,n46,6.0,5.703787
6.0,0.5,6.0,0.5,168,12,74,1,n47,6.0,5.703787
6.0,0.5,6.0,0.5,168,12,62,5,n52,6.0,5.703787
6.5,0.5,6.5,0.5,180,12,50,5,n53,6.0,5.703787
7.0,0.75,7.0,0.75,192,18,74,1,n49,7.0,6.286051
7.0,0.5,7.0,0.5,192,12,62,5,n54,7.0,6.286051
7.0,0.5,7.0,0.5,192,12,66,5,n55,7.0,6.286051
7.5,0.5,7.5,0.5,204,12,62,5,n56,7.0,6.286051
7.5,0.5,7.5,0.5,204,12,66,5,n57,7.0,6.286051
7.75,0.125,7.75,0.125,210,3,76,1,n50,7.0,6.286051
7.875,0.125,7.875,0.125,213,3,78,1,n51,7.0,6.286051
8.0,0.5,8.0,0.5,216,12,76,1,n61,8.0,6.810891
8.0,0.5,8.0,0.5,216,12,62,5,n68,8.0,6.810891
