onset_sec,duration_sec,pitch,velocity,track,channel,id,last_beat,last_beat_ref
1.5130861,1.1097746,63,44,0,0,0,1.513086,0.0
2.5106812,0.3672539,65,40,0,0,1,1.513086,0.0
2.5253713,0.41666624,62,32,0,0,2,1.513086,0.0
2.8712578,0.07211531,63,12,0,0,3,2.837871,3.0
2.837871,0.25507453,67,55,0,0,4,2.837871,3.0
2.823181,0.34855735,61,44,0,0,5,1.513086,0.0
3.127668,0.09214734,63,45,0,0,6,2.837871,3.0
3.099623,0.36858937,60,46,0,0,7,2.837871,3.0
3.099623,0.43002093,68,72,0,0,8,2.837871,3.0
3.4174645,0.12286312,63,44,0,0,9,2.837871,3.0
3.396097,0.4821042,55,45,0,0,10,2.837871,3.0
3.3827424,0.53285205,70,70,0,0,11,2.837871,3.0
3.7713637,0.982905,72,67,0,0,12,2.837871,3.0
3.7940667,0.96020204,63,50,0,0,13,3.791396,6.0
3.7913957,1.7668252,56,50,0,0,14,2.837871,3.0
4.6794825,0.87873846,77,82,0,0,15,3.791396,6.0
4.695508,0.8627128,68,46,0,0,16,3.791396,6.0
4.712869,0.8453517,65,47,0,0,17,3.791396,6.0
4.723553,0.834668,51,47,0,0,18,3.791396,6.0
4.720882,0.8373389,62,42,0,0,19,3.791396,6.0
4.708863,0.8840803,59,43,0,0,20,3.791396,6.0
5.430016,1.4436417,68,43,0,0,21,5.430016,9.0
5.4527187,1.4209387,51,38,0,0,22,5.430016,9.0
5.432687,1.4409708,63,26,0,0,23,5.430016,9.0
5.409984,1.4636737,60,26,0,0,24,3.791396,6.0
6.7868524,0.9281508,61,52,0,0,25,6.786852,12.0
6.769491,0.9455119,67,49,0,0,26,5.430016,9.0
7.187493,0.52751017,60,67,0,0,27,6.786852,12.0
7.418529,0.29647407,58,69,0,0,28,6.786852,12.0
6.789523,0.9254798,63,39,0,0,29,6.786852,12.0
7.646894,0.06810891,58,67,0,0,30,6.786852,12.0
7.72168,0.09882469,60,63,0,0,31,7.692968,15.0
7.8044796,0.40865344,58,59,0,0,32,7.692968,15.0
7.6856227,0.80929404,67,32,0,0,33,6.786852,12.0
7.7003126,0.8012813,73,65,0,0,34,7.692968,15.0
8.143688,0.36992484,57,56,0,0,35,7.692968,15.0
7.708326,1.2152766,63,53,0,0,36,7.692968,15.0
8.468207,0.5168264,58,64,0,0,37,7.692968,15.0
