velocity,timing,articulation,id
0.0,0.0,0.0,n2
0.0,0.0,0.0,n4
0.0,0.0,0.0,n6
0.0,0.0,0.0,n8
0.0,0.0,0.0,n9
0.0,0.0,0.0,n10
0.0,0.0,0.0,n12
0.0,0.0,0.0,n13
0.0,0.0,0.0,n14
0.0,0.0,0.0,n15
0.0,0.0,0.0,n16
0.0,0.0,0.0,n18
0.0,0.0,0.0,n19
0.0,0.0,0.0,n20
0.0,0.0,0.0,n22
0.0,0.0,0.0,n23
0.0,0.0,0.0,n24
0.0,0.0,0.0,n25
0.0,0.0,0.0,n26
0.0,0.0,0.0,n27
0.0,0.0,0.0,n28
0.0,0.0,0.0,n29
0.0,0.0,0.0,n30
0.0,0.0,0.0,n31
0.0,0.0,0.0,n32
0.0,0.0,0.0,n33
0.0,0.0,0.0,n36
0.0,0.0,0.0,n37
0.0,0.0,0.0,n38
0.0,0.0,0.0,n39
0.0,0.0,0.0,n35
0.0,0.0,0.0,n40
0.0,0.0,0.0,n43
0.0,0.0,0.0,n41
0.0,0.0,0.0,n44
0.0,0.0,0.0,n42
0.0,0.0,0.0,n45
0.0,0.0,0.0,n46
0.0,0.0,0.0,n47
0.0,0.0,0.0,n48
0.0,0.0,0.0,n51
0.0,0.0,0.0,n49
0.0,0.0,0.0,n52
0.0,0.0,0.0,n53
0.0,0.0,0.0,n56
0.0,0.0,0.0,n54
0.0,0.0,0.0,n57
0.0,0.0,0.0,n58
0.0,0.0,0.0,n59
0.0,0.0,0.0,n55
0.0,0.0,0.0,n60
0.0,0.0,0.0,n61
0.0,0.0,0.0,n66
0.0,0.0,0.0,n62
0.0,0.0,0.0,n67
0.0,0.0,0.0,n63
0.0,0.0,0.0,n64
0.0,0.0,0.0,n68
0.0,0.0,0.0,n65
0.0,0.0,0.0,n69
0.0,0.0,0.0,n70
0.0,0.0,0.0,n75
0.0,0.0,0.0,n71
0.0,0.0,0.0,n76
0.0,0.0,0.0,n72
0.0,0.0,0.0,n73
0.0,0.0,0.0,n77
0.0,0.0,0.0,n74
0.0,0.0,0.0,n78
0.0,0.0,0.0,n79
0.0,0.0,0.0,n80
0.0,0.0,0.0,n86
