onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.25,0.0,0.25,0,120,41,5,n2,0.0,0.5
0.25,0.25,0.25,0.25,120,120,45,5,n3,0.0,0.5
0.5,0.25,0.5,0.25,240,120,48,5,n4,0.0,0.5
0.75,0.25,0.75,0.25,360,120,53,5,n5,0.0,0.5
1.0,0.25,1.0,0.25,480,120,43,5,n6,1.0,1.03125
1.25,0.25,1.25,0.25,600,120,52,5,n7,1.0,1.03125
1.5,0.25,1.5,0.25,720,120,45,5,n8,1.0,1.03125
1.75,0.25,1.75,0.25,840,120,53,5,n9,1.0,1.03125
2.0,0.25,2.0,0.25,960,120,46,5,n11,2.0,1.514583
2.25,0.25,2.25,0.25,1080,120,55,5,n12,2.0,1.514583
2.5,0.25,2.5,0.25,1200,120,48,5,n13,2.0,1.514583
2.75,0.25,2.75,0.25,1320,120,57,5,n14,2.0,1.514583
3.0,0.25,3.0,0.25,1440,120,50,5,n15,3.0,2.019792
3.25,0.25,3.25,0.25,1560,120,58,5,n16,3.0,2.019792
3.5,0.25,3.5,0.25,1680,120,52,5,n17,3.0,2.019792
3.75,0.25,3.75,0.25,1800,120,60,5,n18,3.0,2.019792
4.0,0.25,4.0,0.25,1920,120,57,5,n27,4.0,2.492708
4.25,0.25,4.25,0.25,2040,120,57,1,n20,4.0,2.492708
4.25,3.75,4.25,3.75,2040,1800,53,5,n28,4.0,2.492708
4.5,0.25,4.5,0.25,2160,120,60,1,n21,4.0,2.492708
4.75,0.25,4.75,0.25,2280,120,65,1,n22,4.0,2.492708
5.0,0.25,5.0,0.25,2400,120,55,1,n23,5.0,2.980208
5.25,0.25,5.25,0.25,2520,120,64,1,n24,5.0,2.980208
5.5,0.25,5.5,0.25,2640,120,57,1,n25,5.0,2.980208
5.75,0.25,5.75,0.25,2760,120,65,1,n26,5.0,2.980208
6.0,0.25,6.0,0.25,2880,120,58,1,n30,6.0,3.482292
6.25,0.25,6.25,0.25,3000,120,67,1,n31,6.0,3.482292
6.5,0.25,6.5,0.25,3120,120,60,1,n32,6.0,3.482292
6.75,0.25,6.75,0.25,3240,120,69,1,n33,6.0,3.482292
7.0,0.25,7.0,0.25,3360,120,62,1,n34,7.0,3.9875
7.25,0.25,7.25,0.25,3480,120,70,1,n35,7.0,3.9875
7.5,0.25,7.5,0.25,3600,120,64,1,n36,7.0,3.9875
7.75,0.25,7.75,0.25,3720,120,72,1,n37,7.0,3.9875
8.0,0.25,8.0,0.25,3840,120,69,1,n39,8.0,4.478646
8.0,0.25,8.0,0.25,3840,120,53,5,n43,8.0,4.478646
8.25,0.25,8.25,0.25,3960,120,65,1,n40,8.0,4.478646
8.25,0.25,8.25,0.25,3960,120,57,5,n44,8.0,4.478646
8.5,3.5,8.5,3.5,4080,1680,72,1,n41,8.0,4.478646
8.5,0.25,8.5,0.25,4080,120,60,5,n45,8.0,4.478646
8.75,0.25,8.75,0.25,4200,120,65,5,n46,8.0,4.478646
9.0,0.25,9.0,0.25,4320,120,55,5,n47,9.0,4.963542
9.25,0.25,9.25,0.25,4440,120,64,5,n48,9.0,4.963542
9.5,0.25,9.5,0.25,4560,120,57,5,n49,9.0,4.963542
9.75,0.25,9.75,0.25,4680,120,65,5,n50,9.0,4.963542
10.0,0.25,10.0,0.25,4800,120,58,5,n52,10.0,5.44375
10.25,0.25,10.25,0.25,4920,120,67,5,n53,10.0,5.44375
10.5,0.25,10.5,0.25,5040,120,60,5,n54,10.0,5.44375
10.75,0.25,10.75,0.25,5160,120,69,5,n55,10.0,5.44375
11.0,0.25,11.0,0.25,5280,120,62,5,n56,11.0,5.944792
11.25,0.25,11.25,0.25,5400,120,70,5,n57,11.0,5.944792
11.5,0.25,11.5,0.25,5520,120,64,5,n58,11.0,5.944792
11.75,0.25,11.75,0.25,5640,120,72,5,n59,11.0,5.944792
12.0,0.25,12.0,0.25,5760,120,69,5,n68,12.0,6.433333
12.25,0.25,12.25,0.25,5880,120,69,1,n61,12.0,6.433333
12.25,3.75,12.25,3.75,5880,1800,65,5,n69,12.0,6.433333
12.5,0.25,12.5,0.25,6000,120,72,1,n62,12.0,6.433333
12.75,0.25,12.75,0.25,6120,120,77,1,n63,12.0,6.433333
13.0,0.25,13.0,0.25,6240,120,67,1,n64,13.0,6.963542
13.25,0.25,13.25,0.25,6360,120,76,1,n65,13.0,6.963542
13.5,0.25,13.5,0.25,6480,120,69,1,n66,13.0,6.963542
13.75,0.25,13.75,0.25,6600,120,77,1,n67,13.0,6.963542
14.0,0.25,14.0,0.25,6720,120,70,1,n71,14.0,7.458333
14.25,0.25,14.25,0.25,6840,120,79,1,n72,14.0,7.458333
14.5,0.25,14.5,0.25,6960,120,72,1,n73,14.0,7.458333
14.75,0.25,14.75,0.25,7080,120,81,1,n74,14.0,7.458333
15.0,0.25,15.0,0.25,7200,120,74,1,n75,15.0,7.960417
15.25,0.25,15.25,0.25,7320,120,82,1,n76,15.0,7.960417
15.5,0.25,15.5,0.25,7440,120,76,1,n77,15.0,7.960417
15.75,0.25,15.75,0.25,7560,120,84,1,n78,15.0,7.960417
16.0,0.25,16.0,0.25,7680,120,81,1,n80,16.0,8.444271
16.0,0.25,16.0,0.25,7680,120,65,5,n88,16.0,8.444271
16.25,0.25,16.25,0.25,7800,120,77,1,n81,16.0,8.444271
16.25,0.25,16.25,0.25,7800,120,69,5,n89,16.0,8.444271
16.5,0.25,16.5,0.25,7920,120,84,1,n82,16.0,8.444271
16.5,0.25,16.5,0.25,7920,120,60,5,n90,16.0,8.444271
16.75,0.25,16.75,0.25,8040,120,76,1,n83,16.0,8.444271
16.75,0.25,16.75,0.25,8040,120,67,5,n91,16.0,8.444271
17.0,0.25,17.0,0.25,8160,120,77,1,n84,17.0,8.945833
17.0,0.25,17.0,0.25,8160,120,62,5,n92,17.0,8.945833
17.25,0.25,17.25,0.25,8280,120,74,1,n85,17.0,8.945833
17.25,0.25,17.25,0.25,8280,120,65,5,n93,17.0,8.945833
17.5,0.25,17.5,0.25,8400,120,81,1,n86,17.0,8.945833
17.5,0.25,17.5,0.25,8400,120,57,5,n94,17.0,8.945833
17.75,0.25,17.75,0.25,8520,120,72,1,n87,17.0,8.945833
17.75,0.25,17.75,0.25,8520,120,64,5,n95,17.0,8.945833
18.0,0.25,18.0,0.25,8640,120,74,1,n96,18.0,9.4296875
18.0,0.25,18.0,0.25,8640,120,58,5,n104,18.0,9.4296875
18.25,0.25,18.25,0.25,8760,120,70,1,n97,18.0,9.4296875
18.25,0.25,18.25,0.25,8760,120,62,5,n105,18.0,9.4296875
18.5,0.25,18.5,0.25,8880,120,77,1,n98,18.0,9.4296875
18.5,0.25,18.5,0.25,8880,120,53,5,n106,18.0,9.4296875
18.75,0.25,18.75,0.25,9000,120,69,1,n99,18.0,9.4296875
18.75,0.25,18.75,0.25,9000,120,60,5,n107,18.0,9.4296875
19.0,0.25,19.0,0.25,9120,120,70,1,n100,19.0,9.925521
19.0,0.25,19.0,0.25,9120,120,55,5,n108,19.0,9.925521
19.25,0.25,19.25,0.25,9240,120,67,1,n101,19.0,9.925521
19.25,0.25,19.25,0.25,9240,120,58,5,n109,19.0,9.925521
19.5,0.25,19.5,0.25,9360,120,74,1,n102,19.0,9.925521
19.5,0.25,19.5,0.25,9360,120,50,5,n110,19.0,9.925521
19.75,0.25,19.75,0.25,9480,120,65,1,n103,19.0,9.925521
19.75,0.25,19.75,0.25,9480,120,57,5,n111,19.0,9.925521
20.0,0.25,20.0,0.25,9600,120,67,1,n112,20.0,10.416667
20.0,0.25,20.0,0.25,9600,120,46,5,n120,20.0,10.416667
20.25,0.25,20.25,0.25,9720,120,62,1,n113,20.0,10.416667
20.25,0.25,20.25,0.25,9720,120,55,5,n121,20.0,10.416667
20.5,0.25,20.5,0.25,9840,120,70,1,n114,20.0,10.416667
20.5,0.25,20.5,0.25,9840,120,46,5,n122,20.0,10.416667
20.75,0.25,20.75,0.25,9960,120,62,1,n115,20.0,10.416667
20.75,0.25,20.75,0.25,9960,120,55,5,n123,20.0,10.416667
21.0,0.25,21.0,0.25,10080,120,67,1,n116,21.0,10.932813
21.0,0.25,21.0,0.25,10080,120,46,5,n124,21.0,10.932813
21.25,0.25,21.25,0.25,10200,120,62,1,n117,21.0,10.932813
21.25,0.25,21.25,0.25,10200,120,55,5,n125,21.0,10.932813
21.5,0.25,21.5,0.25,10320,120,65,1,n118,21.0,10.932813
21.5,0.25,21.5,0.25,10320,120,47,5,n126,21.0,10.932813
21.75,0.25,21.75,0.25,10440,120,62,1,n119,21.0,10.932813
21.75,0.25,21.75,0.25,10440,120,55,5,n127,21.0,10.932813
22.0,0.25,22.0,0.25,10560,120,64,1,n128,22.0,11.422396
22.0,0.25,22.0,0.25,10560,120,48,5,n136,22.0,11.422396
22.25,0.25,22.25,0.25,10680,120,60,1,n129,22.0,11.422396
22.25,0.25,22.25,0.25,10680,120,55,5,n137,22.0,11.422396
22.5,0.25,22.5,0.25,10800,120,57,1,n130,22.0,11.422396
22.5,0.25,22.5,0.25,10800,120,41,5,n138,22.0,11.422396
22.75,0.25,22.75,0.25,10920,120,62,1,n131,22.0,11.422396
22.75,0.25,22.75,0.25,10920,120,53,5,n139,22.0,11.422396
23.0,0.25,23.0,0.25,11040,120,55,1,n132,23.0,11.929167
23.0,0.25,23.0,0.25,11040,120,43,5,n140,23.0,11.929167
23.25,0.25,23.25,0.25,11160,120,60,1,n133,23.0,11.929167
23.25,0.25,23.25,0.25,11160,120,52,5,n141,23.0,11.929167
23.5,0.25,23.5,0.25,11280,120,53,1,n134,23.0,11.929167
23.5,0.25,23.5,0.25,11280,120,43,5,n142,23.0,11.929167
23.75,0.25,23.75,0.25,11400,120,59,1,n135,23.0,11.929167
23.75,0.25,23.75,0.25,11400,120,50,5,n143,23.0,11.929167
24.0,0.25,24.0,0.25,11520,120,48,1,n144,24.0,12.421354
24.0,0.25,24.0,0.25,11520,120,36,5,n152,24.0,12.421354
24.25,0.25,24.25,0.25,11640,120,52,1,n145,24.0,12.421354
24.25,1.75,24.25,1.75,11640,840,48,5,n153,24.0,12.421354
24.5,0.25,24.5,0.25,11760,120,55,1,n146,24.0,12.421354
24.75,0.25,24.75,0.25,11880,120,60,1,n147,24.0,12.421354
25.0,0.25,25.0,0.25,12000,120,51,1,n148,25.0,12.957292
25.25,0.25,25.25,0.25,12120,120,59,1,n149,25.0,12.957292
25.5,0.25,25.5,0.25,12240,120,52,1,n150,25.0,12.957292
25.75,0.25,25.75,0.25,12360,120,60,1,n151,25.0,12.957292
26.0,0.25,26.0,0.25,12480,120,52,1,n155,26.0,13.470312
26.0,0.25,26.0,0.25,12480,120,36,5,n163,26.0,13.470312
26.25,0.25,26.25,0.25,12600,120,55,1,n156,26.0,13.470312
26.25,1.75,26.25,1.75,12600,840,48,5,n164,26.0,13.470312
26.5,0.25,26.5,0.25,12720,120,60,1,n157,26.0,13.470312
26.75,0.25,26.75,0.25,12840,120,64,1,n158,26.0,13.470312
