onset_sec,duration_sec,pitch,velocity,track,channel,id,last_beat,last_beat_ref
1.003125,0.13229166,39,52,1,0,0,1.000521,0.0
1.15,0.04375,51,56,1,0,1,1.000521,0.0
1.2833333,0.035416666,51,63,1,0,2,1.000521,0.0
1.4072917,0.041666668,51,62,1,0,3,1.000521,0.0
1.0125,0.51666665,58,42,1,0,4,1.000521,0.0
0.99791664,0.5416667,63,47,1,0,5,-10.0,-10.0
1.5416666,0.042708334,51,61,1,0,6,1.407292,3.0
1.6708333,0.038541667,51,62,1,0,7,1.407292,3.0
1.834375,0.039583333,51,35,1,0,8,1.407292,3.0
0.98854166,0.925,67,60,1,0,9,-10.0,-10.0
1.990625,0.038541667,51,37,1,0,10,1.834896,6.0
1.8354167,0.29166666,55,44,1,0,11,1.834896,6.0
2.1229167,0.042708334,51,69,1,0,12,1.834896,6.0
1.8322917,0.34270832,63,52,1,0,13,1.407292,3.0
1.8427083,0.33854166,58,46,1,0,14,1.834896,6.0
2.25625,0.045833334,51,63,1,0,15,2.25625,9.0
2.39375,0.034375,51,67,1,0,16,2.25625,9.0
2.5114584,0.044791665,51,67,1,0,17,2.25625,9.0
2.6979167,0.1125,39,67,1,0,18,2.690625,12.0
2.8333333,0.040625,51,72,1,0,19,2.690625,12.0
2.9625,0.5989583,51,66,1,0,20,2.690625,12.0
2.6739583,0.8875,67,78,1,0,21,2.25625,9.0
2.6770833,0.884375,70,94,1,0,22,2.25625,9.0
2.6916666,0.8697917,63,68,1,0,23,2.690625,12.0
3.1135416,0.44791666,51,67,1,0,24,2.690625,12.0
2.690625,0.87083334,58,73,1,0,25,2.690625,12.0
3.2552083,0.30625,51,63,1,0,26,3.113542,15.0
3.3791666,0.18229167,51,62,1,0,27,3.113542,15.0
3.534375,0.038541667,51,57,1,0,28,3.113542,15.0
3.6791666,0.041666668,51,64,1,0,29,3.563542,18.0
3.5635417,0.26145834,58,41,1,0,30,3.113542,15.0
3.5697916,0.25625,55,31,1,0,31,3.563542,18.0
3.8104167,0.040625,51,64,1,0,32,3.563542,18.0
3.5677083,0.38645834,63,47,1,0,33,3.563542,18.0
