onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,1.5,0.0,1.5,0,6,64,1,n1,0.0,1.2847235
0.0,3.0,0.0,3.0,0,12,55,2,n4,0.0,1.2847235
0.0,3.0,0.0,3.0,0,12,59,2,n5,0.0,1.2847235
0.0,1.5,0.0,1.5,0,6,52,5,n6,0.0,1.2847235
0.0,1.5,0.0,1.5,0,6,52,6,n9,0.0,1.2847235
1.5,0.5,1.5,0.5,6,2,63,1,n2,1.0,1.7494675
1.5,0.5,1.5,0.5,6,2,51,5,n7,1.0,1.7494675
2.0,1.0,2.0,1.0,8,4,64,1,n3,2.0,2.2142115
2.0,1.0,2.0,1.0,8,4,52,5,n8,2.0,2.2142115
3.0,1.5,3.0,1.5,12,6,64,1,n10,3.0,2.741456
3.0,3.0,3.0,3.0,12,12,55,2,n13,3.0,2.741456
3.0,3.0,3.0,3.0,12,12,60,2,n14,3.0,2.741456
3.0,1.5,3.0,1.5,12,6,52,5,n15,3.0,2.741456
3.0,3.0,3.0,3.0,12,12,48,6,n18,3.0,2.741456
4.5,0.5,4.5,0.5,18,2,63,1,n11,4.0,3.175484
4.5,0.5,4.5,0.5,18,2,51,5,n16,4.0,3.175484
5.0,1.0,5.0,1.0,20,4,64,1,n12,5.0,3.609512
5.0,1.0,5.0,1.0,20,4,52,5,n17,5.0,3.609512
6.0,4.0,6.0,4.0,24,16,67,1,n19,6.0,4.298081
6.0,3.0,6.0,3.0,24,12,58,2,n20,6.0,4.298081
6.0,3.0,6.0,3.0,24,12,61,2,n21,6.0,4.298081
6.0,4.0,6.0,4.0,24,16,55,5,n22,6.0,4.298081
6.0,3.0,6.0,3.0,24,12,46,6,n23,6.0,4.298081
9.0,3.0,9.0,3.0,36,12,57,2,n29,9.0,6.121801
9.0,3.0,9.0,3.0,36,12,60,2,n30,9.0,6.121801
9.0,3.0,9.0,3.0,36,12,45,6,n36,9.0,6.121801
10.0,0.5,10.0,0.5,40,2,66,1,n25,10.0,6.650647
10.0,0.5,10.0,0.5,40,2,54,5,n32,10.0,6.650647
10.5,0.5,10.5,0.5,42,2,64,1,n26,10.0,6.650647
10.5,0.5,10.5,0.5,42,2,52,5,n33,10.0,6.650647
11.0,0.5,11.0,0.5,44,2,63,1,n27,11.0,7.0721226
11.0,0.5,11.0,0.5,44,2,51,5,n34,11.0,7.0721226
