onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.5,0.0,0.5,0,12,36,5,n15,0.0,1.0
0.5,0.5,0.5,0.5,12,12,48,1,n1,0.0,1.0
0.5,0.5,0.5,0.5,12,12,52,1,n2,0.0,1.0
0.5,0.5,0.5,0.5,12,12,36,5,n16,0.0,1.0
0.5,0.5,0.5,0.5,12,12,43,5,n17,0.0,1.0
1.0,0.5,1.0,0.5,24,12,48,1,n3,1.0,1.356771
1.0,0.5,1.0,0.5,24,12,52,1,n4,1.0,1.356771
1.0,0.5,1.0,0.5,24,12,36,5,n18,1.0,1.356771
1.0,0.5,1.0,0.5,24,12,43,5,n19,1.0,1.356771
1.5,0.5,1.5,0.5,36,12,48,1,n5,1.0,1.356771
1.5,0.5,1.5,0.5,36,12,52,1,n6,1.0,1.356771
1.5,0.5,1.5,0.5,36,12,36,5,n20,1.0,1.356771
1.5,0.5,1.5,0.5,36,12,43,5,n21,1.0,1.356771
2.0,0.5,2.0,0.5,48,12,48,1,n7,2.0,1.7036455
2.0,0.5,2.0,0.5,48,12,52,1,n8,2.0,1.7036455
2.0,0.5,2.0,0.5,48,12,36,5,n22,2.0,1.7036455
2.0,0.5,2.0,0.5,48,12,43,5,n23,2.0,1.7036455
2.5,0.5,2.5,0.5,60,12,48,1,n9,2.0,1.7036455
2.5,0.5,2.5,0.5,60,12,52,1,n10,2.0,1.7036455
2.5,0.5,2.5,0.5,60,12,36,5,n24,2.0,1.7036455
2.5,0.5,2.5,0.5,60,12,43,5,n25,2.0,1.7036455
3.0,0.5,3.0,0.5,72,12,48,1,n11,3.0,2.0453124
3.0,0.5,3.0,0.5,72,12,52,1,n12,3.0,2.0453124
3.0,0.5,3.0,0.5,72,12,36,5,n26,3.0,2.0453124
3.0,0.5,3.0,0.5,72,12,43,5,n27,3.0,2.0453124
3.5,0.5,3.5,0.5,84,12,48,1,n13,3.0,2.0453124
3.5,0.5,3.5,0.5,84,12,52,1,n14,3.0,2.0453124
3.5,0.5,3.5,0.5,84,12,36,5,n28,3.0,2.0453124
3.5,0.5,3.5,0.5,84,12,43,5,n29,3.0,2.0453124
4.0,0.5,4.0,0.5,96,12,48,1,n30,4.0,2.3890624
4.0,0.5,4.0,0.5,96,12,52,1,n31,4.0,2.3890624
4.0,0.5,4.0,0.5,96,12,36,5,n46,4.0,2.3890624
4.0,0.5,4.0,0.5,96,12,43,5,n47,4.0,2.3890624
4.5,0.5,4.5,0.5,108,12,48,1,n32,4.0,2.3890624
4.5,0.5,4.5,0.5,108,12,52,1,n33,4.0,2.3890624
4.5,0.5,4.5,0.5,108,12,36,5,n48,4.0,2.3890624
4.5,0.5,4.5,0.5,108,12,43,5,n49,4.0,2.3890624
5.0,0.5,5.0,0.5,120,12,48,1,n34,5.0,2.7583334
5.0,0.5,5.0,0.5,120,12,52,1,n35,5.0,2.7583334
5.0,0.5,5.0,0.5,120,12,36,5,n50,5.0,2.7583334
5.0,0.5,5.0,0.5,120,12,43,5,n51,5.0,2.7583334
5.5,0.5,5.5,0.5,132,12,48,1,n36,5.0,2.7583334
5.5,0.5,5.5,0.5,132,12,52,1,n37,5.0,2.7583334
5.5,0.5,5.5,0.5,132,12,36,5,n52,5.0,2.7583334
5.5,0.5,5.5,0.5,132,12,43,5,n53,5.0,2.7583334
6.0,0.5,6.0,0.5,144,12,48,1,n38,6.0,3.096875
6.0,0.5,6.0,0.5,144,12,52,1,n39,6.0,3.096875
6.0,0.5,6.0,0.5,144,12,36,5,n54,6.0,3.096875
6.0,0.5,6.0,0.5,144,12,43,5,n55,6.0,3.096875
6.5,0.5,6.5,0.5,156,12,48,1,n40,6.0,3.096875
6.5,0.5,6.5,0.5,156,12,52,1,n41,6.0,3.096875
6.5,0.5,6.5,0.5,156,12,36,5,n56,6.0,3.096875
6.5,0.5,6.5,0.5,156,12,43,5,n57,6.0,3.096875
7.0,0.5,7.0,0.5,168,12,50,1,n42,7.0,3.4229164
7.0,0.5,7.0,0.5,168,12,54,1,n43,7.0,3.4229164
7.0,0.5,7.0,0.5,168,12,36,5,n58,7.0,3.4229164
7.0,0.5,7.0,0.5,168,12,45,5,n59,7.0,3.4229164
7.5,0.5,7.5,0.5,180,12,50,1,n44,7.0,3.4229164
7.5,0.5,7.5,0.5,180,12,54,1,n45,7.0,3.4229164
7.5,0.5,7.5,0.5,180,12,36,5,n60,7.0,3.4229164
7.5,0.5,7.5,0.5,180,12,45,5,n61,7.0,3.4229164
8.0,1.5,8.0,1.5,192,36,50,1,n62,8.0,3.7755206
8.0,1.5,8.0,1.5,192,36,55,1,n63,8.0,3.7755206
8.0,0.5,8.0,0.5,192,12,35,5,n67,8.0,3.7755206
8.0,0.5,8.0,0.5,192,12,43,5,n68,8.0,3.7755206
8.5,0.5,8.5,0.5,204,12,35,5,n69,8.0,3.7755206
8.5,0.5,8.5,0.5,204,12,43,5,n70,8.0,3.7755206
9.0,0.5,9.0,0.5,216,12,35,5,n71,9.0,4.1359377
