onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
-1.0,0.25,-1.0,0.25,0,1,80,1,n1,-1.0,2.059823
-1.0,1.0,-1.0,1.0,0,4,68,2,n5,-1.0,2.059823
-1.0,1.0,-1.0,1.0,0,4,44,5,n6,-1.0,2.059823
-1.0,1.0,-1.0,1.0,0,4,56,5,n7,-1.0,2.059823
-0.75,0.25,-0.75,0.25,1,1,78,1,n2,-1.0,2.059823
-0.5,0.25,-0.5,0.25,2,1,76,1,n3,-1.0,2.059823
-0.25,0.25,-0.25,0.25,3,1,75,1,n4,-1.0,2.059823
0.0,0.25,0.0,0.25,4,1,73,1,n8,0.0,2.39636
0.0,0.25,0.0,0.25,4,1,85,1,n9,0.0,2.39636
0.0,0.5,0.0,0.5,4,2,37,5,n25,0.0,2.39636
0.0,0.5,0.0,0.5,4,2,49,5,n26,0.0,2.39636
0.25,0.25,0.25,0.25,5,1,75,1,n10,0.0,2.39636
0.5,0.25,0.5,0.25,6,1,72,1,n11,0.0,2.39636
0.75,0.25,0.75,0.25,7,1,73,1,n12,0.0,2.39636
1.0,0.25,1.0,0.25,8,1,75,1,n13,1.0,2.749992
1.0,0.5,1.0,0.5,8,2,66,5,n28,1.0,2.749992
1.0,0.5,1.0,0.5,8,2,69,5,n29,1.0,2.749992
1.25,0.25,1.25,0.25,9,1,76,1,n14,1.0,2.749992
1.5,0.25,1.5,0.25,10,1,73,1,n15,1.0,2.749992
1.75,0.25,1.75,0.25,11,1,75,1,n16,1.0,2.749992
2.0,0.25,2.0,0.25,12,1,76,1,n17,2.0,3.084393
2.0,0.5,2.0,0.5,12,2,64,5,n31,2.0,3.084393
2.0,0.5,2.0,0.5,12,2,68,5,n32,2.0,3.084393
2.25,0.25,2.25,0.25,13,1,78,1,n18,2.0,3.084393
2.5,0.25,2.5,0.25,14,1,75,1,n19,2.0,3.084393
2.75,0.25,2.75,0.25,15,1,76,1,n20,2.0,3.084393
3.0,0.25,3.0,0.25,16,1,78,1,n21,3.0,3.443366
3.0,0.5,3.0,0.5,16,2,63,5,n34,3.0,3.443366
3.0,0.5,3.0,0.5,16,2,66,5,n35,3.0,3.443366
3.25,0.25,3.25,0.25,17,1,80,1,n22,3.0,3.443366
3.5,0.25,3.5,0.25,18,1,76,1,n23,3.0,3.443366
3.75,0.25,3.75,0.25,19,1,78,1,n24,3.0,3.443366
4.0,0.25,4.0,0.25,20,1,80,1,n37,4.0,3.774562
4.0,0.5,4.0,0.5,20,2,61,5,n53,4.0,3.774562
4.0,0.5,4.0,0.5,20,2,64,5,n54,4.0,3.774562
4.25,0.25,4.25,0.25,21,1,81,1,n38,4.0,3.774562
4.5,0.25,4.5,0.25,22,1,80,1,n39,4.0,3.774562
4.75,0.25,4.75,0.25,23,1,85,1,n40,4.0,3.774562
5.0,0.25,5.0,0.25,24,1,78,1,n41,5.0,4.112702
5.0,0.5,5.0,0.5,24,2,57,5,n56,5.0,4.112702
5.0,0.5,5.0,0.5,24,2,61,5,n57,5.0,4.112702
5.0,0.5,5.0,0.5,24,2,66,5,n58,5.0,4.112702
5.25,0.25,5.25,0.25,25,1,80,1,n42,5.0,4.112702
5.5,0.25,5.5,0.25,26,1,78,1,n43,5.0,4.112702
5.75,0.25,5.75,0.25,27,1,85,1,n44,5.0,4.112702
6.0,0.25,6.0,0.25,28,1,76,1,n45,6.0,4.46473
6.0,0.5,6.0,0.5,28,2,56,5,n60,6.0,4.46473
