onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.5,0.0,0.5,0,4,53,5,n2,0.0,0.591146
0.5,0.5,0.5,0.5,4,4,60,5,n3,0.0,0.591146
0.5,0.5,0.5,0.5,4,4,65,5,n4,0.0,0.591146
1.0,0.5,1.0,0.5,8,4,53,5,n5,1.0,1.272135
1.5,0.5,1.5,0.5,12,4,60,5,n6,1.0,1.272135
1.5,0.5,1.5,0.5,12,4,65,5,n7,1.0,1.272135
2.0,0.5,2.0,0.5,16,4,53,5,n10,2.0,1.924479
2.5,0.5,2.5,0.5,20,4,60,5,n11,2.0,1.924479
2.5,0.5,2.5,0.5,20,4,65,5,n12,2.0,1.924479
3.0,0.5,3.0,0.5,24,4,53,5,n13,3.0,2.595052
3.5,0.5,3.5,0.5,28,4,60,5,n14,3.0,2.595052
3.5,0.5,3.5,0.5,28,4,65,5,n15,3.0,2.595052
3.875,0.125,3.875,0.125,31,1,70,2,n9,3.0,2.595052
4.0,0.5,4.0,0.5,32,4,68,1,n16,4.0,3.264323
4.0,0.5,4.0,0.5,32,4,53,5,n23,4.0,3.264323
4.5,0.25,4.5,0.25,36,2,68,1,n17,4.0,3.264323
4.5,0.5,4.5,0.5,36,4,60,5,n24,4.0,3.264323
4.5,0.5,4.5,0.5,36,4,65,5,n25,4.0,3.264323
4.75,0.25,4.75,0.25,38,2,70,1,n18,4.0,3.264323
5.0,0.5,5.0,0.5,40,4,68,1,n19,5.0,3.906901
5.0,0.5,5.0,0.5,40,4,53,5,n26,5.0,3.906901
5.5,0.5,5.5,0.5,44,4,67,1,n20,5.0,3.906901
5.5,0.5,5.5,0.5,44,4,60,5,n27,5.0,3.906901
5.5,0.5,5.5,0.5,44,4,64,5,n28,5.0,3.906901
5.75,0.125,5.75,0.125,46,1,68,2,n21,5.0,3.906901
5.875,0.125,5.875,0.125,47,1,70,2,n22,5.0,3.906901
6.0,1.0,6.0,1.0,48,8,68,1,n29,6.0,4.553385
6.0,1.0,6.0,1.0,48,8,72,1,n30,6.0,4.553385
6.0,0.5,6.0,0.5,48,4,53,5,n36,6.0,4.553385
6.5,0.5,6.5,0.5,52,4,60,5,n37,6.0,4.553385
6.5,0.5,6.5,0.5,52,4,65,5,n38,6.0,4.553385
6.75,0.125,6.75,0.125,54,1,68,2,n33,6.0,4.553385
6.875,0.125,6.875,0.125,55,1,70,2,n34,6.0,4.553385
7.0,1.0,7.0,1.0,56,8,68,1,n31,7.0,5.23763
7.0,1.0,7.0,1.0,56,8,72,1,n32,7.0,5.23763
7.0,0.5,7.0,0.5,56,4,53,5,n39,7.0,5.23763
7.5,0.5,7.5,0.5,60,4,60,5,n40,7.0,5.23763
7.5,0.5,7.5,0.5,60,4,65,5,n41,7.0,5.23763
