onset_sec,duration_sec,pitch,velocity,track,channel,id,last_beat,last_beat_ref
1.5691758,0.11485031,69,42,0,0,0,-10.0,-10.0
1.626601,1.3354688,52,29,0,0,1,-10.0,-10.0
1.6279364,1.3341333,45,34,0,0,2,1.6272686,-1.0
1.6559813,1.3060884,69,3,0,0,3,1.6272686,-1.0
2.2208846,0.7411851,68,45,0,0,4,1.6272686,-1.0
1.5130861,1.4489836,73,51,0,0,5,-10.0,-10.0
2.2008524,0.7612172,71,60,0,0,6,1.6272686,-1.0
2.9927855,1.9671454,33,31,0,0,7,2.859239,0.0
2.8592386,2.1006923,66,44,0,0,8,1.6272686,-1.0
3.567037,1.3928939,62,34,0,0,9,2.859239,0.0
4.0371222,0.9228089,57,38,0,0,10,4.037122,1.0
4.4350915,0.5248392,54,43,0,0,11,4.037122,1.0
4.939899,0.7451916,50,36,0,0,12,4.9138575,2.0
4.9439054,0.7411851,45,36,0,0,13,4.9138575,2.0
2.8498902,2.8352,74,50,0,0,14,1.6272686,-1.0
4.8878155,0.7972748,69,53,0,0,15,4.037122,1.0
4.8624415,0.82264876,73,59,0,0,16,4.037122,1.0
5.3124948,0.3725958,71,65,0,0,17,4.9138575,2.0
5.3325267,0.35256374,68,57,0,0,18,4.9138575,2.0
5.6290007,2.373128,66,66,0,0,19,4.9138575,2.0
5.819973,2.1821558,33,44,0,0,20,5.724487,3.0
6.055015,1.9471134,81,69,0,0,21,5.724487,3.0
6.4743524,1.5277762,50,39,0,0,22,5.724487,3.0
7.0379205,0.9642084,45,39,0,0,23,7.03792,4.0
7.4719477,0.5301811,42,44,0,0,24,7.03792,4.0
7.971413,0.9308217,38,40,0,0,25,7.947375,5.0
8.356028,0.5462067,50,49,0,0,26,7.947375,5.0
7.917994,0.9842405,69,55,0,0,27,7.03792,4.0
7.9473743,0.95486015,66,48,0,0,28,7.03792,4.0
8.51762,0.384615,71,71,0,0,29,7.947375,5.0
8.794062,0.9308217,52,53,0,0,30,8.7927265,6.0
8.807416,0.91746706,56,45,0,0,31,8.7927265,6.0
8.763346,0.9615375,71,74,0,0,32,7.947375,5.0
8.79139,0.93349266,68,60,0,0,33,7.947375,5.0
9.151967,0.5729161,59,61,0,0,34,8.7927265,6.0
8.786049,0.93883455,64,56,0,0,35,7.947375,5.0
9.310888,0.41399533,76,81,0,0,36,8.7927265,6.0
8.80341,0.92147344,50,50,0,0,37,8.7927265,6.0
9.573976,1.0523493,52,55,0,0,38,8.7927265,6.0
9.678142,0.9481828,64,49,0,0,39,9.632736,7.0
9.671465,0.95486015,69,58,0,0,40,9.632736,7.0
10.038718,0.58760625,57,46,0,0,41,9.632736,7.0
9.569969,1.0563558,49,56,0,0,42,8.7927265,6.0
9.632736,0.99358875,76,79,0,0,43,9.632736,7.0
10.604958,0.9121252,35,50,0,0,44,10.531507,8.0
10.531507,0.9855759,66,50,0,0,45,10.531507,8.0
10.99892,0.5181619,50,34,0,0,46,10.531507,8.0
10.500791,1.1244646,74,65,0,0,47,9.632736,7.0
11.543792,1.0630331,61,31,0,0,48,11.50907,9.0
11.368846,1.2379795,40,40,0,0,49,10.531507,8.0
11.981826,0.6249994,52,54,0,0,50,11.50907,9.0
11.509069,1.0977553,69,54,0,0,51,10.531507,8.0
12.489304,0.2897967,59,27,0,0,52,12.489304,10.0
12.442562,1.2833855,68,51,0,0,53,11.50907,9.0
12.549399,1.176548,52,45,0,0,54,12.489304,10.0
12.970073,0.7558753,54,49,0,0,55,12.489304,10.0
13.672529,1.071046,55,37,0,0,56,13.661845,11.0
13.651161,1.0924134,64,39,0,0,57,12.489304,10.0
13.679207,1.0643686,52,41,0,0,58,13.661845,11.0
13.61644,1.1271356,73,53,0,0,59,12.489304,10.0
14.04646,0.6971147,71,65,0,0,60,13.661845,11.0
14.704846,1.8790045,42,39,0,0,61,14.602015,12.0
14.6020155,1.9818356,69,48,0,0,62,14.602015,12.0
15.116171,1.4676802,62,43,0,0,63,14.602015,12.0
15.522153,1.0616976,57,47,0,0,64,15.522153,13.0
15.917452,0.6663989,54,50,0,0,65,15.522153,13.0
14.573971,2.1207244,74,59,0,0,66,13.661845,11.0
16.382195,1.153845,64,55,0,0,67,15.522153,13.0
16.39288,1.1431613,69,54,0,0,68,16.387537,14.0
16.818893,0.7171467,71,76,0,0,69,16.387537,14.0
16.356821,1.1792189,73,72,0,0,70,15.522153,13.0
16.48369,1.0523493,40,65,0,0,71,16.387537,14.0
17.457247,2.1073697,39,53,0,0,72,17.402493,15.0
17.962055,1.6025625,47,55,0,0,73,17.402493,15.0
17.37712,2.1874979,81,78,0,0,74,16.387537,14.0
17.402493,2.162124,71,50,0,0,75,17.402493,15.0
17.401157,2.1634593,78,66,0,0,76,16.387537,14.0
17.410505,2.1541111,69,61,0,0,77,17.402493,15.0
18.424128,1.1404903,54,45,0,0,78,17.402493,15.0
18.438818,1.1258001,51,38,0,0,79,18.431473,16.0
18.870173,0.69444376,59,43,0,0,80,18.431473,16.0
19.455109,0.92147344,45,38,0,0,81,19.41371,17.0
19.866432,0.51014906,57,55,0,0,82,19.41371,17.0
19.459116,0.91746706,47,42,0,0,83,19.41371,17.0
19.41371,0.962873,66,44,0,0,84,19.41371,17.0
19.384329,0.9922533,73,58,0,0,85,18.431473,16.0
19.41371,0.962873,71,50,0,0,86,19.41371,17.0
20.020012,0.35657015,75,76,0,0,87,19.41371,17.0
20.299126,1.0977553,44,61,0,0,88,20.299126,18.0
20.260397,1.1364839,75,80,0,0,89,19.41371,17.0
20.295118,1.1017617,66,49,0,0,90,19.41371,17.0
20.304466,1.0924134,71,54,0,0,91,20.299126,18.0
20.301796,1.0950844,47,59,0,0,92,20.299126,18.0
20.715792,0.68108904,56,66,0,0,93,20.299126,18.0
20.870707,0.52617466,76,78,0,0,94,20.299126,18.0
21.253984,1.2419859,76,69,0,0,95,20.299126,18.0
21.276688,1.219283,73,51,0,0,96,20.299126,18.0
21.294048,1.2019218,64,46,0,0,97,21.294048,19.0
21.818888,0.67708266,57,37,0,0,98,21.294048,19.0
21.339455,1.156516,54,53,0,0,99,21.294048,19.0
21.32343,1.2206185,45,48,0,0,100,21.294048,19.0
22.330374,1.4716866,57,36,0,0,101,21.294048,19.0
22.335714,1.4663447,63,40,0,0,102,22.333044,20.0
22.844528,0.9575311,54,42,0,0,103,22.333044,20.0
22.377115,1.4249451,47,56,0,0,104,22.333044,20.0
22.294315,1.6359493,66,54,0,0,105,21.294048,19.0
23.508257,1.5117506,57,41,0,0,106,22.333044,20.0
23.488224,1.5317826,69,50,0,0,107,22.333044,20.0
23.51627,1.6973808,63,50,0,0,108,23.512262,21.0
24.923853,1.9190686,56,40,0,0,109,24.919847,22.0
24.91584,1.9270815,64,40,0,0,110,23.512262,21.0
24.919847,1.923075,68,43,0,0,111,24.919847,22.0
23.623106,3.2198153,40,53,0,0,112,23.512262,21.0
24.345594,2.4973266,47,45,0,0,113,23.512262,21.0
25.647676,2.64957,52,40,0,0,114,24.919847,22.0
26.824224,1.473022,45,29,0,0,115,26.740091,23.0
26.726736,1.5705112,73,44,0,0,116,24.919847,22.0
26.740091,1.5571566,69,38,0,0,117,26.740091,23.0
27.40916,0.88808674,68,42,0,0,118,26.740091,23.0
27.40916,0.88808674,71,48,0,0,119,26.740091,23.0
28.278551,2.096686,33,36,0,0,120,28.17572,24.0
28.836777,1.53846,62,40,0,0,121,28.17572,24.0
