onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,3.0,0.0,1.5,0,12,29,5,n7,0.0,0.5448715
0.0,3.0,0.0,1.5,0,12,41,5,n8,0.0,0.5448715
1.0,0.75,0.5,0.375,4,3,48,1,n1,0.0,0.5448715
1.75,0.25,0.875,0.125,7,1,48,1,n2,0.0,0.5448715
2.0,1.0,1.0,0.5,8,4,57,1,n3,0.0,0.5448715
3.0,3.0,1.5,1.5,12,12,29,5,n9,3.0,4.9632697
3.0,3.0,1.5,1.5,12,12,41,5,n10,3.0,4.9632697
4.0,0.75,2.0,0.375,16,3,57,1,n4,3.0,4.9632697
4.75,0.25,2.375,0.125,19,1,57,1,n5,3.0,4.9632697
5.0,1.0,2.5,0.5,20,4,63,1,n6,3.0,4.9632697
7.0,1.0,3.5,0.5,28,4,56,1,n11,6.0,8.783044
7.0,1.0,3.5,0.5,28,4,64,1,n12,6.0,8.783044
7.0,1.0,3.5,0.5,28,4,40,5,n19,6.0,8.783044
7.0,1.0,3.5,0.5,28,4,52,5,n20,6.0,8.783044
8.0,1.0,4.0,0.5,32,4,56,1,n13,6.0,8.783044
8.0,1.0,4.0,0.5,32,4,59,1,n14,6.0,8.783044
8.0,1.0,4.0,0.5,32,4,64,1,n15,6.0,8.783044
8.0,1.0,4.0,0.5,32,4,40,5,n21,6.0,8.783044
8.0,1.0,4.0,0.5,32,4,52,5,n22,6.0,8.783044
9.0,2.0,4.5,1.0,36,8,56,1,n16,9.0,12.602819
9.0,2.0,4.5,1.0,36,8,59,1,n17,9.0,12.602819
9.0,2.0,4.5,1.0,36,8,64,1,n18,9.0,12.602819
9.0,2.0,4.5,1.0,36,8,40,5,n23,9.0,12.602819
9.0,2.0,4.5,1.0,36,8,52,5,n24,9.0,12.602819
12.0,3.0,6.0,1.5,48,12,40,5,n33,12.0,16.749449
12.0,3.0,6.0,1.5,48,12,52,5,n34,12.0,16.749449
13.0,0.75,6.5,0.375,52,3,59,1,n26,12.0,16.749449
13.75,0.25,6.875,0.125,55,1,59,1,n27,12.0,16.749449
14.0,1.0,7.0,0.5,56,4,67,1,n28,12.0,16.749449
15.0,3.0,7.5,1.5,60,12,40,5,n35,15.0,20.906763
15.0,3.0,7.5,1.5,60,12,52,5,n36,15.0,20.906763
16.0,0.75,8.0,0.375,64,3,61,1,n30,15.0,20.906763
16.75,0.25,8.375,0.125,67,1,61,1,n31,15.0,20.906763
17.0,1.0,8.5,0.5,68,4,70,1,n32,15.0,20.906763
19.0,1.0,9.5,0.5,76,4,59,1,n38,18.0,24.93554
19.0,1.0,9.5,0.5,76,4,66,1,n39,18.0,24.93554
19.0,1.0,9.5,0.5,76,4,71,1,n40,18.0,24.93554
19.0,1.0,9.5,0.5,76,4,39,5,n49,18.0,24.93554
19.0,1.0,9.5,0.5,76,4,47,5,n50,18.0,24.93554
19.0,1.0,9.5,0.5,76,4,51,5,n51,18.0,24.93554
20.0,1.0,10.0,0.5,80,4,59,1,n41,18.0,24.93554
20.0,1.0,10.0,0.5,80,4,66,1,n42,18.0,24.93554
20.0,1.0,10.0,0.5,80,4,71,1,n43,18.0,24.93554
20.0,1.0,10.0,0.5,80,4,39,5,n52,18.0,24.93554
20.0,1.0,10.0,0.5,80,4,47,5,n53,18.0,24.93554
20.0,1.0,10.0,0.5,80,4,51,5,n54,18.0,24.93554
21.0,2.0,10.5,1.0,84,8,59,1,n44,21.0,28.964314
21.0,2.0,10.5,1.0,84,8,66,1,n45,21.0,28.964314
21.0,2.0,10.5,1.0,84,8,71,1,n46,21.0,28.964314
21.0,2.0,10.5,1.0,84,8,39,5,n55,21.0,28.964314
21.0,2.0,10.5,1.0,84,8,47,5,n56,21.0,28.964314
21.0,2.0,10.5,1.0,84,8,51,5,n57,21.0,28.964314
24.0,3.0,12.0,1.5,96,12,38,5,n67,24.0,33.187733
24.0,3.0,12.0,1.5,96,12,50,5,n68,24.0,33.187733
25.0,0.75,12.5,0.375,100,3,65,1,n60,24.0,33.187733
25.75,0.25,12.875,0.125,103,1,65,1,n61,24.0,33.187733
26.0,1.0,13.0,0.5,104,4,71,1,n62,24.0,33.187733
27.0,3.0,13.5,1.5,108,12,37,5,n69,27.0,37.367752
27.0,3.0,13.5,1.5,108,12,49,5,n70,27.0,37.367752
28.0,0.75,14.0,0.375,112,3,71,1,n64,27.0,37.367752
28.75,0.25,14.375,0.125,115,1,71,1,n65,27.0,37.367752
29.0,2.0,14.5,1.0,116,8,77,1,n66,27.0,37.367752
30.0,1.0,15.0,0.5,120,4,36,5,n77,30.0,41.478992
30.0,1.0,15.0,0.5,120,4,48,5,n78,30.0,41.478992
31.0,1.0,15.5,0.5,124,4,76,1,n72,30.0,41.478992
31.0,1.0,15.5,0.5,124,4,36,5,n79,30.0,41.478992
