velocity,timing,articulation,id
0.0,0.0,0.0,P00_n2
0.0,0.0,0.0,P00_n3
0.0,0.0,0.0,P00_n4
0.0,0.0,0.0,P00_n5
0.0,0.0,0.0,P00_n6
0.0,0.0,0.0,P00_n7
0.0,0.0,0.0,P00_n8
0.0,0.0,0.0,P00_n10
0.0,0.0,0.0,P00_n11
0.0,0.0,0.0,P00_n12
0.0,0.0,0.0,P00_n13
0.0,0.0,0.0,P00_n14
0.0,0.0,0.0,P00_n15
0.0,0.0,0.0,P00_n16
0.0,0.0,0.0,P00_n21
0.0,0.0,0.0,P00_n17
0.0,0.0,0.0,P00_n22
0.0,0.0,0.0,P00_n23
0.0,0.0,0.0,P00_n24
0.0,0.0,0.0,P00_n25
0.0,0.0,0.0,P00_n26
0.0,0.0,0.0,P00_n18
0.0,0.0,0.0,P00_n27
0.0,0.0,0.0,P00_n19
0.0,0.0,0.0,P00_n20
0.0,0.0,0.0,P00_n34
0.0,0.0,0.0,P00_n28
0.0,0.0,0.0,P00_n35
0.0,0.0,0.0,P00_n29
0.0,0.0,0.0,P00_n36
0.0,0.0,0.0,P00_n37
0.0,0.0,0.0,P00_n30
0.0,0.0,0.0,P00_n38
0.0,0.0,0.0,P00_n39
0.0,0.0,0.0,P00_n31
0.0,0.0,0.0,P00_n40
0.0,0.0,0.0,P00_n32
0.0,0.0,0.0,P00_n33
0.0,0.0,0.0,P00_n46
0.0,0.0,0.0,P00_n41
0.0,0.0,0.0,P00_n47
0.0,0.0,0.0,P00_n42
0.0,0.0,0.0,P00_n48
0.0,0.0,0.0,P00_n49
0.0,0.0,0.0,P00_n50
0.0,0.0,0.0,P00_n51
0.0,0.0,0.0,P00_n43
0.0,0.0,0.0,P00_n52
0.0,0.0,0.0,P00_n44
0.0,0.0,0.0,P00_n45
0.0,0.0,0.0,P00_n62
0.0,0.0,0.0,P00_n53
0.0,0.0,0.0,P00_n63
0.0,0.0,0.0,P00_n54
0.0,0.0,0.0,P00_n64
0.0,0.0,0.0,P00_n65
0.0,0.0,0.0,P00_n55
0.0,0.0,0.0,P00_n66
0.0,0.0,0.0,P00_n67
0.0,0.0,0.0,P00_n56
0.0,0.0,0.0,P00_n68
0.0,0.0,0.0,P00_n57
0.0,0.0,0.0,P00_n61
0.0,0.0,0.0,P00_n58
0.0,0.0,0.0,P00_n79
0.0,0.0,0.0,P00_n73
0.0,0.0,0.0,P00_n69
0.0,0.0,0.0,P00_n80
0.0,0.0,0.0,P00_n74
0.0,0.0,0.0,P00_n81
0.0,0.0,0.0,P00_n82
0.0,0.0,0.0,P00_n75
0.0,0.0,0.0,P00_n83
0.0,0.0,0.0,P00_n84
0.0,0.0,0.0,P00_n76
0.0,0.0,0.0,P00_n70
0.0,0.0,0.0,P00_n85
0.0,0.0,0.0,P00_n77
0.0,0.0,0.0,P00_n71
0.0,0.0,0.0,P00_n78
0.0,0.0,0.0,P00_n72
0.0,0.0,0.0,P00_n98
0.0,0.0,0.0,P00_n92
0.0,0.0,0.0,P00_n86
0.0,0.0,0.0,P00_n99
0.0,0.0,0.0,P00_n93
0.0,0.0,0.0,P00_n87
0.0,0.0,0.0,P00_n100
0.0,0.0,0.0,P00_n94
0.0,0.0,0.0,P00_n88
0.0,0.0,0.0,P00_n101
0.0,0.0,0.0,P00_n95
0.0,0.0,0.0,P00_n89
0.0,0.0,0.0,P00_n102
0.0,0.0,0.0,P00_n96
0.0,0.0,0.0,P00_n90
0.0,0.0,0.0,P00_n97
0.0,0.0,0.0,P00_n91
0.0,0.0,0.0,P00_n114
0.0,0.0,0.0,P00_n108
0.0,0.0,0.0,P00_n103
0.0,0.0,0.0,P00_n115
0.0,0.0,0.0,P00_n109
0.0,0.0,0.0,P00_n104
0.0,0.0,0.0,P00_n116
0.0,0.0,0.0,P00_n117
0.0,0.0,0.0,P00_n110
0.0,0.0,0.0,P00_n118
0.0,0.0,0.0,P00_n119
0.0,0.0,0.0,P00_n111
0.0,0.0,0.0,P00_n105
0.0,0.0,0.0,P00_n120
0.0,0.0,0.0,P00_n112
0.0,0.0,0.0,P00_n106
0.0,0.0,0.0,P00_n113
0.0,0.0,0.0,P00_n107
0.0,0.0,0.0,P00_n133
0.0,0.0,0.0,P00_n127
0.0,0.0,0.0,P00_n121
0.0,0.0,0.0,P00_n134
0.0,0.0,0.0,P00_n128
0.0,0.0,0.0,P00_n122
0.0,0.0,0.0,P00_n135
0.0,0.0,0.0,P00_n136
0.0,0.0,0.0,P00_n129
0.0,0.0,0.0,P00_n123
0.0,0.0,0.0,P00_n137
0.0,0.0,0.0,P00_n138
0.0,0.0,0.0,P00_n130
0.0,0.0,0.0,P00_n124
0.0,0.0,0.0,P00_n139
0.0,0.0,0.0,P00_n131
