onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.5,0.0,0.5,0,4,74,1,n1,0.0,0.620443
0.0,1.0,0.0,1.0,0,8,50,5,n12,0.0,0.620443
0.5,0.25,0.5,0.25,4,2,72,1,n2,0.0,0.620443
0.75,0.25,0.75,0.25,6,2,70,1,n3,0.0,0.620443
1.0,0.25,1.0,0.25,8,2,69,1,n4,1.0,1.147136
1.0,1.0,1.0,1.0,8,8,38,5,n13,1.0,1.147136
1.25,0.25,1.25,0.25,10,2,67,1,n5,1.0,1.147136
1.5,0.25,1.5,0.25,12,2,65,1,n6,1.0,1.147136
1.75,0.25,1.75,0.25,14,2,64,1,n7,1.0,1.147136
2.0,0.25,2.0,0.25,16,2,62,1,n8,2.0,1.601562
2.25,0.25,2.25,0.25,18,2,65,1,n9,2.0,1.601562
2.5,0.25,2.5,0.25,20,2,64,1,n10,2.0,1.601562
2.75,0.25,2.75,0.25,22,2,62,1,n11,2.0,1.601562
3.0,0.25,3.0,0.25,24,2,70,1,n15,3.0,2.044271
3.25,0.25,3.25,0.25,26,2,67,1,n16,3.0,2.044271
3.5,0.25,3.5,0.25,28,2,62,1,n17,3.0,2.044271
3.5,0.5,3.5,0.5,28,4,38,5,n28,3.0,2.044271
3.75,0.25,3.75,0.25,30,2,67,1,n18,3.0,2.044271
4.0,0.25,4.0,0.25,32,2,70,1,n19,4.0,2.536459
4.0,0.5,4.0,0.5,32,4,43,5,n29,4.0,2.536459
4.25,0.25,4.25,0.25,34,2,67,1,n20,4.0,2.536459
4.5,0.25,4.5,0.25,36,2,62,1,n21,4.0,2.536459
4.5,0.5,4.5,0.5,36,4,46,5,n30,4.0,2.536459
4.75,0.25,4.75,0.25,38,2,67,1,n22,4.0,2.536459
5.0,0.25,5.0,0.25,40,2,70,1,n23,5.0,3.001302
5.0,1.0,5.0,1.0,40,8,50,5,n31,5.0,3.001302
5.25,0.25,5.25,0.25,42,2,67,1,n24,5.0,3.001302
5.5,0.25,5.5,0.25,44,2,62,1,n25,5.0,3.001302
5.75,0.25,5.75,0.25,46,2,67,1,n26,5.0,3.001302
