onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,last_beat,last_beat_ref
0.0,0.5,0.0,0.5,0,8,65,5,n2,0.0,0.531516
0.0,0.5,0.0,0.5,0,8,62,6,n8,0.0,0.531516
0.5,0.5,0.5,0.5,8,8,50,6,n9,0.0,0.531516
1.0,0.5,1.0,0.5,16,8,50,6,n10,1.0,2.59214
1.5,0.5,1.5,0.5,24,8,65,5,n5,1.0,2.59214
1.5,0.5,1.5,0.5,24,8,62,6,n11,1.0,2.59214
2.0,0.5,2.0,0.5,32,8,67,5,n6,2.0,4.634075
2.0,0.5,2.0,0.5,32,8,64,6,n12,2.0,4.634075
2.5,0.5,2.5,0.5,40,8,69,5,n7,2.0,4.634075
2.5,0.5,2.5,0.5,40,8,65,6,n13,2.0,4.634075
3.0,0.5,3.0,0.5,48,8,70,5,n15,3.0,6.611905
3.0,0.5,3.0,0.5,48,8,67,6,n21,3.0,6.611905
3.5,0.5,3.5,0.5,56,8,50,6,n22,3.0,6.611905
4.0,0.5,4.0,0.5,64,8,50,6,n23,4.0,8.73664
4.5,0.5,4.5,0.5,72,8,69,5,n18,4.0,8.73664
4.5,0.5,4.5,0.5,72,8,65,6,n24,4.0,8.73664
5.0,0.5,5.0,0.5,80,8,67,5,n19,5.0,10.76585
5.0,0.5,5.0,0.5,80,8,64,6,n25,5.0,10.76585
5.5,0.5,5.5,0.5,88,8,65,5,n20,5.0,10.76585
5.5,0.5,5.5,0.5,88,8,62,6,n26,5.0,10.76585
6.0,0.5,6.0,0.5,96,8,64,5,n28,6.0,12.8773
6.0,0.5,6.0,0.5,96,8,61,6,n34,6.0,12.8773
6.5,0.5,6.5,0.5,104,8,50,6,n35,6.0,12.8773
7.0,0.5,7.0,0.5,112,8,50,6,n36,7.0,15.1362
7.5,0.5,7.5,0.5,120,8,67,5,n31,7.0,15.1362
7.5,0.5,7.5,0.5,120,8,64,6,n37,7.0,15.1362
8.0,0.5,8.0,0.5,128,8,65,5,n32,8.0,17.3504
8.0,0.5,8.0,0.5,128,8,62,6,n38,8.0,17.3504
8.5,0.5,8.5,0.5,136,8,64,5,n33,8.0,17.3504
8.5,0.5,8.5,0.5,136,8,61,6,n39,8.0,17.3504
9.0,1.25,9.0,1.25,144,20,81,1,n40,9.0,19.7467
9.0,0.5,9.0,0.5,144,8,65,5,n49,9.0,19.7467
9.0,0.5,9.0,0.5,144,8,62,6,n55,9.0,19.7467
9.5,0.5,9.5,0.5,152,8,50,6,n56,9.0,19.7467
10.0,0.5,10.0,0.5,160,8,50,6,n57,10.0,21.8897
10.25,0.25,10.25,0.25,164,4,79,1,n42,10.0,21.8897
10.5,0.25,10.5,0.25,168,4,77,1,n43,10.0,21.8897
10.5,0.5,10.5,0.5,168,8,65,5,n52,10.0,21.8897
10.5,0.5,10.5,0.5,168,8,62,6,n58,10.0,21.8897
