onset_sec,duration_sec,pitch,velocity,track,channel,id,last_beat,last_beat_ref
1.5104152,2.6629248,61,46,0,0,0,-10.0,-10.0
1.5251054,2.6482346,58,44,0,0,1,-10.0,-10.0
3.9730196,1.9738228,61,47,0,0,2,1.530447,0.0
3.977026,1.9698164,58,44,0,0,3,3.97302,1.0
3.9690132,1.9778292,66,54,0,0,4,1.530447,0.0
1.535789,5.291127,30,36,0,0,5,1.530447,0.0
1.5464728,5.2804437,42,40,0,0,6,1.530447,0.0
5.795934,1.0309819,59,56,0,0,7,3.97302,1.0
5.789257,1.0376592,65,58,0,0,8,3.97302,1.0
5.7905927,1.0363238,68,65,0,0,9,3.97302,1.0
6.5985513,2.8325293,59,50,0,0,10,6.598551,2.0
6.5865316,2.8445485,65,55,0,0,11,3.97302,1.0
6.58119,2.8498902,68,55,0,0,12,3.97302,1.0
9.282844,1.3661845,66,39,0,0,13,9.282843,3.0
9.28685,1.3621781,61,36,0,0,14,9.282843,3.0
9.266818,1.3822101,70,46,0,0,15,6.598551,2.0
10.450043,1.7427868,64,53,0,0,16,9.282843,3.0
10.460727,1.732103,61,49,0,0,17,9.282843,3.0
6.603893,5.588937,30,41,0,0,18,6.598551,2.0
10.44203,1.7507995,70,67,0,0,19,9.282843,3.0
6.5985513,5.594279,42,47,0,0,20,6.598551,2.0
12.017883,3.0261722,66,58,0,0,21,9.282843,3.0
12.012542,3.0315142,71,67,0,0,22,9.282843,3.0
14.427069,0.6169866,73,46,0,0,23,12.019219,4.0
14.520552,0.5235037,73,3,0,0,24,12.019219,4.0
14.767613,0.3071578,71,55,0,0,25,12.019219,4.0
15.028029,0.3378736,70,57,0,0,26,12.019219,4.0
12.043257,3.9596648,63,52,0,0,27,12.019219,4.0
15.341865,0.66105705,71,61,0,0,28,12.019219,4.0
15.783905,2.313032,75,58,0,0,29,12.019219,4.0
15.8199625,3.4909153,65,40,0,0,30,12.019219,4.0
12.056612,7.2542663,30,44,0,0,31,12.019219,4.0
15.822634,3.4882443,68,37,0,0,32,15.819963,5.0
12.019218,7.2916594,42,49,0,0,33,9.282843,3.0
17.89261,1.4182678,73,45,0,0,34,15.819963,5.0
19.055803,0.48343968,71,48,0,0,35,15.819963,5.0
19.512533,0.42467907,70,48,0,0,36,19.085184,6.0
19.879787,0.49812984,75,54,0,0,37,19.085184,6.0
20.27108,1.3381397,73,46,0,0,38,19.085184,6.0
19.13059,5.794599,30,24,0,0,39,19.085184,6.0
19.085184,5.840005,42,32,0,0,40,19.085184,6.0
19.102545,5.864043,66,30,0,0,41,19.085184,6.0
20.941486,4.026438,73,43,0,0,42,19.085184,6.0
24.817017,0.73183686,70,42,0,0,43,24.817017,7.0
25.478073,0.17094,71,52,0,0,44,24.817017,7.0
25.731812,1.2727017,42,27,0,0,45,25.707773,8.0
26.128447,0.8760675,54,42,0,0,46,25.707773,8.0
25.683735,1.3207786,73,53,0,0,47,24.817017,7.0
26.4129,0.59161264,58,42,0,0,48,26.4129,9.0
26.424921,0.5795934,61,37,0,0,49,26.4129,9.0
26.663969,0.34054452,54,38,0,0,50,26.4129,9.0
26.399546,0.60496736,66,55,0,0,51,25.707773,8.0
26.915037,0.5341875,59,41,0,0,52,26.911032,10.0
26.911032,0.5381939,61,44,0,0,53,26.911032,10.0
27.196821,0.2524036,54,16,0,0,54,26.911032,10.0
26.896341,0.55288404,65,63,0,0,55,26.4129,9.0
27.439877,0.5849353,61,32,0,0,56,27.439877,11.0
27.443882,0.5809289,58,34,0,0,57,27.439877,11.0
27.67492,0.34989282,54,39,0,0,58,27.439877,11.0
27.415838,0.60897374,66,53,0,0,59,26.911032,10.0
27.979406,1.6292719,56,35,0,0,60,27.955366,12.0
28.23181,1.3768682,49,30,0,0,61,27.955366,12.0
27.944683,1.6639941,71,52,0,0,62,27.439877,11.0
27.955368,1.6533103,61,31,0,0,63,27.955366,12.0
28.454832,1.153845,56,37,0,0,64,28.454832,13.0
27.966051,1.6426265,59,40,0,0,65,27.955366,12.0
27.954031,1.6546458,65,45,0,0,66,27.439877,11.0
28.70056,0.9081187,49,31,0,0,67,28.454832,13.0
