onset_sec,duration_sec,pitch,velocity,track,channel,id,last_beat,last_beat_ref
2.9444473,0.10363258,67,80,0,0,0,2.10363,0.0
3.0694473,0.87927437,62,78,0,0,1,2.10363,0.0
3.8258584,0.12286337,65,82,0,0,2,2.10363,0.0
4.730774,0.10363258,58,75,0,0,3,3.97223,1.0
4.8771415,0.9561975,57,70,0,0,4,3.97223,1.0
5.6346207,0.19871813,60,73,0,0,5,3.97223,1.0
3.972226,2.6816266,63,79,0,0,6,2.10363,0.0
6.4583397,0.19551301,63,63,0,0,7,5.79701,2.0
6.5373993,0.1164531,62,77,0,0,8,5.79701,2.0
6.607912,0.055555608,63,78,0,0,9,5.79701,2.0
6.6848354,0.9284197,62,77,0,0,10,5.79701,2.0
7.420947,0.19230787,60,76,0,0,11,5.79701,2.0
7.5844088,0.8899581,69,75,0,0,12,5.79701,2.0
8.295948,0.17841898,60,65,0,0,13,7.58441,3.0
8.410264,0.07905991,58,69,0,0,14,7.58441,3.0
8.481846,0.111111216,60,67,0,0,15,7.58441,3.0
2.1036346,7.402785,43,79,0,0,16,2.10363,0.0
5.797014,3.7094052,54,69,0,0,17,5.79701,2.0
8.5512905,0.9551291,58,65,0,0,18,7.58441,3.0
9.284197,0.22222243,57,78,0,0,19,7.58441,3.0
10.289539,0.19551301,74,83,0,0,20,9.443385,4.0
9.429496,1.0555565,58,77,0,0,21,7.58441,3.0
10.50642,0.8995735,60,43,0,0,22,9.443385,4.0
10.43377,0.97222316,69,82,0,0,23,9.443385,4.0
11.2190275,0.18696599,72,81,0,0,24,9.443385,4.0
12.162405,0.12286337,65,80,0,0,25,11.3937,5.0
11.425224,1.8418821,62,41,0,0,26,11.3937,5.0
12.298089,0.96901804,64,76,0,0,27,11.3937,5.0
13.049158,0.21794893,67,78,0,0,28,11.3937,5.0
11.36219,2.7264984,70,80,0,0,29,9.443385,4.0
13.887834,0.2008549,70,65,0,0,30,13.2073,6.0
13.960484,0.12820525,69,75,0,0,31,13.2073,6.0
14.033133,0.055555608,70,81,0,0,32,13.2073,6.0
14.100441,0.98611206,69,79,0,0,33,13.2073,6.0
14.846168,0.24038485,67,84,0,0,34,13.2073,6.0
15.027792,0.94017184,76,80,0,0,35,13.2073,6.0
15.743605,0.22435918,67,71,0,0,36,15.0278,7.0
15.895314,0.07264964,66,71,0,0,37,15.0278,7.0
15.972238,0.09722231,67,75,0,0,38,15.0278,7.0
9.4572735,7.587614,55,64,0,0,39,9.443385,4.0
13.207277,3.8376105,61,76,0,0,40,11.3937,5.0
16.032066,1.0128214,66,75,0,0,41,15.0278,7.0
16.80557,0.23931646,64,84,0,0,42,15.0278,7.0
16.962624,1.0224369,66,85,0,0,43,15.0278,7.0
17.791683,0.19337626,67,85,0,0,44,16.976133,8.0
16.976511,1.8739334,62,75,0,0,45,16.976133,8.0
18.720102,0.130342,60,79,0,0,46,16.976133,8.0
17.95194,1.8568394,69,83,0,0,47,16.976133,8.0
19.641045,0.1677352,62,81,0,0,48,18.8889,9.0
20.588696,0.19978651,70,85,0,0,49,18.8889,9.0
18.888906,1.9241471,58,75,0,0,50,18.8889,9.0
19.793821,1.8771385,67,81,0,0,51,18.8889,9.0
21.54703,0.12393174,67,77,0,0,52,20.78205,10.0
21.694466,0.9358983,66,69,0,0,53,20.78205,10.0
22.476517,0.1538463,64,67,0,0,54,20.78205,10.0
20.75002,2.858977,72,85,0,0,55,18.8889,9.0
20.814123,2.7948744,57,42,0,0,56,20.78205,10.0
23.40921,0.19978651,74,82,0,0,57,22.6357,11.0
16.989332,6.751075,50,68,0,0,58,16.976133,8.0
22.635706,1.1314113,66,70,0,0,59,22.6357,11.0
23.56092,0.9871804,69,84,0,0,60,22.6357,11.0
24.37823,0.16987196,51,72,0,0,61,22.6357,11.0
24.355793,0.19230787,72,90,0,0,62,22.6357,11.0
24.510708,0.91987264,71,89,0,0,63,22.6357,11.0
25.27139,0.15918818,72,88,0,0,64,24.523167,12.0
23.604723,2.7863274,62,61,0,0,65,22.6357,11.0
24.533142,1.8579078,53,64,0,0,66,24.523167,12.0
26.199812,0.19123949,59,80,0,0,67,24.523167,12.0
24.525663,2.0811985,67,75,0,0,68,24.523167,12.0
27.087633,0.24145322,67,88,0,0,69,26.3606,13.0
25.432716,1.8963693,74,87,0,0,70,24.523167,12.0
26.373957,1.8547026,51,69,0,0,71,26.3606,13.0
26.347248,1.881412,55,81,0,0,72,24.523167,12.0
27.287418,0.9412402,63,73,0,0,73,26.3606,13.0
28.018188,0.21047029,75,88,0,0,74,26.3606,13.0
27.238274,1.9903865,72,87,0,0,75,26.3606,13.0
28.987207,0.24145322,72,83,0,0,76,28.215467,14.0
28.22118,1.0074795,56,58,0,0,77,28.215467,14.0
29.175241,0.9134624,53,52,0,0,78,28.215467,14.0
29.13678,0.95192397,71,78,0,0,79,28.215467,14.0
29.924173,0.16453007,69,84,0,0,80,28.215467,14.0
28.239344,2.827994,50,54,0,0,81,28.215467,14.0
28.185925,2.881413,77,91,0,0,82,26.3606,13.0
30.88144,0.18589762,79,88,0,0,83,30.10315,15.0
31.035286,1.0117531,74,86,0,0,84,30.10315,15.0
31.8355,0.21153866,77,82,0,0,85,30.10315,15.0
31.067337,1.0470096,43,48,0,0,86,30.10315,15.0
30.079088,2.1014977,71,82,0,0,87,28.215467,14.0
32.784218,0.14316253,72,72,0,0,88,32.04385,16.0
32.950886,0.9337616,67,68,0,0,89,32.04385,16.0
32.01285,1.8717966,75,80,0,0,90,30.10315,15.0
33.71264,0.17200871,70,71,0,0,91,32.04385,16.0
34.643196,0.089743674,63,67,0,0,92,33.8772,17.0
30.127165,5.643168,55,52,0,0,93,30.10315,15.0
34.795975,0.9743599,62,66,0,0,94,33.8772,17.0
35.576958,0.19337626,65,66,0,0,95,33.8772,17.0
33.87717,2.7158146,68,67,0,0,96,32.04385,16.0
36.392128,0.2008549,68,57,0,0,97,35.7415,18.0
36.471188,0.12179499,67,66,0,0,98,35.7415,18.0
36.533154,0.059829116,68,71,0,0,99,35.7415,18.0
36.604736,0.9668813,67,73,0,0,100,35.7415,18.0
37.38038,0.19123949,65,80,0,0,101,35.7415,18.0
38.369694,0.12286337,65,66,0,0,102,37.5535,19.0
32.074818,7.4166737,48,39,0,0,103,32.04385,16.0
35.741486,3.7500036,59,66,0,0,104,33.8772,17.0
38.520336,0.97115475,63,68,0,0,105,37.5535,19.0
39.278885,0.21260704,62,75,0,0,106,37.5535,19.0
37.553455,2.008549,74,76,0,0,107,35.7415,18.0
39.435936,1.0544882,63,75,0,0,108,37.5535,19.0
40.256447,0.23397458,79,85,0,0,109,39.44765,20.0
40.49897,0.96901804,65,47,0,0,110,39.44765,20.0
40.434868,1.0331206,71,65,0,0,111,39.44765,20.0
40.40709,1.0608984,74,88,0,0,112,39.44765,20.0
41.207306,0.260684,77,87,0,0,113,39.44765,20.0
39.45944,2.907054,60,60,0,0,114,39.44765,20.0
41.39427,0.97222316,72,69,0,0,115,39.44765,20.0
41.455166,0.91132563,67,37,0,0,116,41.4057,21.0
42.147476,0.2190173,58,71,0,0,117,41.4057,21.0
42.299187,0.9497872,57,69,0,0,118,41.4057,21.0
42.305595,0.94337696,66,80,0,0,119,41.4057,21.0
43.070553,0.17841898,60,64,0,0,120,41.4057,21.0
43.064144,0.18482924,67,83,0,0,121,41.4057,21.0
41.36756,2.7809856,75,88,0,0,122,39.44765,20.0
43.926323,0.22222243,75,68,0,0,123,43.24255,22.0
44.005383,0.14316253,74,69,0,0,124,43.24255,22.0
44.057735,0.09081205,75,78,0,0,125,43.24255,22.0
43.22974,1.0865395,69,85,0,0,126,41.4057,21.0
44.12611,1.0619668,74,76,0,0,127,43.24255,22.0
44.92205,0.2660259,72,84,0,0,128,43.24255,22.0
45.87825,0.23183782,72,77,0,0,129,45.0973,23.0
46.03637,1.0309839,70,72,0,0,130,45.0973,23.0
